,time,BTC/USDT_change,ETH/USDT_change,BNB/USDT_change,MATIC/USDT_change,LTC/USDT_change,DOGE/USDT_change,XRP/USDT_change,LINK/USDT_change,ATOM/USDT_change,ETC/USDT_change
1281,2022-07-05,-0.3,-1.61,-0.35,4.27,-4.86,-3.19,-1.06,-1.87,1.94,-3.11
1282,2022-07-06,1.93,4.77,3.38,2.54,1.29,1.91,2.21,0.48,-0.11,1.94
1283,2022-07-07,5.16,4.29,1.17,7.08,3.55,3.1,2.95,4.73,5.29,4.34
1284,2022-07-08,-0.14,-1.89,-0.29,7.62,-1.57,-2.13,-0.61,-4.22,-4.16,-2.01
1285,2022-07-09,-0.01,0.25,1.08,-2.62,5.34,0.59,1.32,2.05,0.0,1.86
1286,2022-07-10,-3.38,-4.0,-3.53,-3.09,-3.64,-3.15,-5.6,-4.47,-2.12,-4.54
1287,2022-07-11,-4.3,-6.16,-3.88,-1.52,-6.54,-8.22,-3.19,-2.58,-6.83,-6.21
1288,2022-07-12,-3.18,-5.27,-2.26,-4.76,-2.81,-3.13,-1.14,-1.82,-4.52,-2.54
1289,2022-07-13,4.67,7.36,4.49,19.15,4.73,3.56,3.85,3.78,5.0,4.19
1290,2022-07-14,1.75,7.03,3.47,11.03,3.59,0.84,3.15,1.6,9.47,2.15
1291,2022-07-15,1.17,3.17,-0.04,-0.83,0.9,0.75,0.12,0.8,0.79,2.17
1292,2022-07-16,1.75,10.12,4.69,3.67,6.41,2.32,4.91,4.27,1.95,14.87
1293,2022-07-17,-1.88,-1.27,-0.8,3.25,1.25,-2.04,-2.03,-3.78,-3.42,11.27
1294,2022-07-18,7.85,18.11,6.58,27.28,5.09,7.14,6.38,10.87,7.37,31.15
1295,2022-07-19,4.3,-2.45,1.7,-3.46,-1.18,2.16,2.11,3.08,9.85,-0.04
1296,2022-07-20,-0.75,-1.35,-3.87,-10.11,-1.21,1.62,-2.49,-5.35,-7.99,-7.56
1297,2022-07-21,-0.31,3.54,2.83,8.88,1.43,-0.2,0.94,1.85,14.19,12.63
1298,2022-07-22,-2.02,-2.55,-1.2,-6.06,-3.34,-3.63,-2.45,-3.03,-3.7,-5.33
1299,2022-07-23,-1.03,0.87,-1.26,2.41,0.41,0.9,0.39,0.9,-4.86,2.61
1300,2022-07-24,0.58,3.17,0.85,0.95,3.68,-0.69,-0.17,3.65,-1.43,-0.08
1301,2022-07-25,-5.61,-9.82,-6.43,-12.41,-7.52,-8.32,-6.22,-9.33,-9.98,-8.85
1302,2022-07-26,-0.26,0.58,1.92,1.69,-0.22,0.94,0.3,-1.4,2.67,8.17
1303,2022-07-27,7.99,12.88,8.86,14.49,9.5,7.48,6.55,8.18,11.79,30.84
1304,2022-07-28,3.87,5.43,2.06,4.16,7.47,2.78,4.03,5.2,5.38,23.93
1305,2022-07-29,-0.3,-0.16,5.92,0.5,-4.34,-0.51,-1.58,9.21,2.8,-0.78
1306,2022-07-30,-0.56,-1.43,-1.98,-0.84,-0.38,1.25,5.44,-0.8,-4.15,-2.54
1307,2022-07-31,-1.49,-1.11,-1.53,-0.33,-1.14,-2.28,-2.27,-2.16,-3.31,-7.83
1308,2022-08-01,-0.12,-2.85,-0.11,-3.91,-0.5,0.53,0.0,-1.07,0.43,-3.85
1309,2022-08-02,-1.2,0.04,0.18,-1.64,-2.37,-2.82,-2.03,-5.22,-4.65,4.46
1310,2022-08-03,-0.73,-0.78,4.83,1.32,-0.5,-0.47,-0.51,1.46,2.46,-1.56
1311,2022-08-04,-0.85,-0.63,4.77,0.36,3.27,1.57,0.41,1.1,1.94,-3.28
1312,2022-08-05,3.05,8.01,1.28,4.09,4.75,3.81,1.46,6.98,5.86,10.09
1313,2022-08-06,-1.54,-2.66,-0.22,-2.18,-2.63,-1.69,-1.3,-1.12,-3.07,-1.25
1314,2022-08-07,0.96,0.57,2.38,-0.09,0.46,0.5,0.19,7.07,6.86,-0.24
1315,2022-08-08,2.74,4.52,0.68,1.63,2.45,1.67,1.72,3.18,4.01,0.9
1316,2022-08-09,-2.78,-4.18,-0.15,-3.37,-5.48,-1.5,-3.04,1.59,-3.61,-4.28
1317,2022-08-10,3.47,8.86,1.33,5.31,4.13,3.25,3.87,3.6,5.2,6.62
1318,2022-08-11,-0.08,1.44,-1.58,-1.82,0.42,-0.59,-0.31,-1.08,-1.84,8.4
1319,2022-08-12,1.97,4.15,1.36,1.45,1.68,2.05,-0.13,4.06,2.51,3.06
1320,2022-08-13,0.16,1.29,-1.1,9.75,1.46,0.84,-0.45,-1.95,-1.22,0.39
1321,2022-08-14,-0.56,-2.43,-2.07,-2.45,-1.05,12.01,-0.58,-4.18,-2.7,-4.64
1322,2022-08-15,-0.87,-1.87,0.6,-4.99,-3.9,-6.19,-0.13,-1.39,-1.59,0.92
1323,2022-08-16,-0.99,-1.18,-1.03,-1.7,1.1,13.23,0.53,-2.22,0.02,-4.8
1324,2022-08-17,-2.15,-2.26,-2.88,-5.31,-1.3,-7.56,0.66,-4.6,3.05,1.03
1325,2022-08-18,-0.65,0.66,-2.84,-3.14,-0.83,-6.82,-2.42,-5.11,-2.61,-1.84
1326,2022-08-19,-10.16,-12.86,-6.37,-10.22,-10.06,-9.34,-9.69,-9.78,-6.03,-16.76
1327,2022-08-20,1.47,-2.05,1.68,2.17,0.17,2.3,0.69,0.03,-4.84,-0.43
1328,2022-08-21,1.78,2.67,6.38,4.36,2.88,-0.03,2.4,2.65,4.0,2.75
1329,2022-08-22,-0.54,0.4,-0.63,-1.3,2.8,-1.34,-0.23,-0.55,4.16,1.19
1330,2022-08-23,0.6,2.51,-0.23,2.74,-0.26,0.63,0.93,2.81,9.32,0.73
1331,2022-08-24,-0.75,-0.53,-0.97,-2.24,-1.12,-1.35,-0.49,-1.64,7.33,2.8
1332,2022-08-25,0.89,2.33,1.62,0.58,0.28,1.58,1.01,0.01,-1.24,5.07
1333,2022-08-26,-6.11,-11.03,-7.17,-6.49,-6.96,-7.93,-2.81,-8.72,-10.15,-8.6
1334,2022-08-27,-1.0,-1.14,-0.61,5.22,0.61,0.0,-1.39,0.43,-3.27,-2.57
1335,2022-08-28,-2.41,-4.31,-0.5,-2.8,0.75,-2.75,-3.65,-4.23,-5.4,-6.33
1336,2022-08-29,3.73,8.76,3.4,4.36,4.46,3.35,3.54,7.11,8.23,8.37
1337,2022-08-30,-2.34,-1.75,-1.5,-0.15,-4.97,-3.59,-2.1,-2.13,4.31,-3.55
1338,2022-08-31,1.2,1.94,-0.89,2.09,1.57,-0.32,0.28,1.05,-0.96,0.31
1339,2022-09-01,0.41,2.06,-0.36,6.27,6.97,1.71,1.68,4.5,7.76,1.54
1340,2022-09-02,-0.9,-0.68,-0.29,-1.41,5.9,-1.17,-0.54,0.03,-0.97,-1.52
1341,2022-09-03,-0.6,-1.14,0.14,1.95,-1.38,1.74,-0.54,-0.97,0.11,-0.65
1342,2022-09-04,0.85,1.4,0.47,0.7,1.25,0.81,0.64,4.33,3.35,0.65
1343,2022-09-05,-1.02,2.44,-0.79,-1.46,-0.84,-0.76,0.33,3.1,-3.17,22.19
1344,2022-09-06,-5.08,-3.63,-5.2,-7.52,-10.4,-6.15,-3.51,-9.71,-6.74,-13.24
1345,2022-09-07,2.67,4.55,6.25,3.04,5.95,3.55,4.89,6.45,9.8,8.34
1346,2022-09-08,0.14,0.33,0.54,0.51,1.13,-0.03,0.8,4.52,7.37,-0.46
1347,2022-09-09,10.56,5.07,4.56,5.4,5.45,4.69,5.06,4.54,16.14,5.47
1348,2022-09-10,1.34,3.25,1.12,1.74,3.5,1.25,0.14,2.04,-0.86,0.28
1349,2022-09-11,0.83,-0.45,-0.47,-1.36,-1.77,-1.52,-0.62,1.54,-1.86,-1.86
1350,2022-09-12,2.61,-2.82,-0.41,4.11,-1.25,0.38,1.32,-3.33,-1.05,-0.23
1351,2022-09-13,-9.92,-8.27,-5.68,-9.03,-3.73,-6.74,-7.56,-9.46,-10.48,-8.17
1352,2022-09-14,0.26,4.06,0.65,2.19,1.84,2.51,2.68,6.15,0.51,11.08
1353,2022-09-15,-2.6,-10.11,-2.97,-4.57,-6.35,-4.15,-4.51,1.5,6.61,-9.0
1354,2022-09-16,0.51,-2.64,1.4,-2.22,-0.71,3.14,8.92,1.16,11.45,-4.43
1355,2022-09-17,1.57,2.44,1.53,2.62,3.4,2.89,5.91,5.68,-1.17,1.0
1356,2022-09-18,-3.46,-9.14,-4.62,-9.02,-9.01,-7.67,-4.94,-7.03,-10.44,-14.23
1357,2022-09-19,0.62,3.11,2.1,1.62,0.51,1.9,7.55,-2.96,6.25,2.84
1358,2022-09-20,-3.39,-3.86,-2.1,-4.18,-1.12,-0.22,7.62,-5.71,-10.88,-4.08
1359,2022-09-21,-2.19,-5.83,-0.86,-4.45,-2.35,-2.14,-4.9,-2.96,-3.79,-4.77
1360,2022-09-22,5.09,6.48,4.28,7.35,4.85,4.25,23.53,6.65,9.32,3.21
1361,2022-09-23,-0.58,0.06,0.47,3.47,3.06,6.34,4.28,4.58,-2.78,0.87
1362,2022-09-24,-1.91,-0.76,-0.83,-3.3,-3.26,-0.43,-3.77,2.4,-4.13,-0.76
1363,2022-09-25,-0.61,-1.71,-0.04,-1.74,-1.68,-3.06,0.78,3.09,2.5,-1.05
1364,2022-09-26,2.23,3.21,0.66,2.19,1.73,-0.07,-4.74,1.0,-0.42,0.42
1365,2022-09-27,-0.77,-0.61,-1.38,-2.22,-1.48,-1.05,-4.81,1.44,-3.01,-1.33
1366,2022-09-28,1.75,0.69,3.42,1.12,1.22,0.02,0.7,-3.24,-3.65,-1.71
1367,2022-09-29,0.92,-0.11,0.89,2.11,1.26,0.58,8.59,1.33,-1.74,0.62
1368,2022-09-30,-0.86,-0.52,0.21,1.87,-0.91,1.3,-1.58,-4.04,1.97,-0.25
1369,2022-10-01,-0.57,-1.27,-0.7,-1.43,-1.07,-1.77,-0.94,-2.51,-2.62,-0.76
1370,2022-10-02,-1.32,-2.67,0.64,-0.5,-2.06,-2.19,-5.64,-3.83,-5.45,-2.18
1371,2022-10-03,3.0,3.63,0.77,4.85,4.53,1.82,3.03,3.08,7.21,1.82
1372,2022-10-04,3.61,2.9,3.21,4.36,2.07,9.13,3.74,5.39,1.27,1.71
1373,2022-10-05,-0.88,-0.68,-0.71,1.93,-1.18,-1.61,1.92,1.95,-0.12,-0.97
1374,2022-10-06,-0.98,-0.01,-2.45,-2.07,-2.0,-2.07,0.94,-3.1,0.08,0.76
1375,2022-10-07,-2.16,-1.55,-1.6,-0.24,-1.31,-1.73,4.93,-0.31,0.31,-1.22
1376,2022-10-08,-0.57,-1.17,-2.06,-2.04,-0.09,-1.15,-0.14,-1.99,0.7,-1.93
1377,2022-10-09,0.12,0.58,0.69,1.36,2.1,0.78,2.98,2.35,0.36,0.0
1378,2022-10-10,-1.58,-2.5,-2.41,-1.44,-2.34,-4.38,-7.25,-3.84,-5.72,-10.09
1379,2022-10-11,-0.38,-0.77,-0.04,-2.79,-1.16,1.47,-1.58,-2.71,-2.11,-1.94
1380,2022-10-12,0.5,1.12,-0.15,-1.01,0.4,-0.73,0.43,0.14,-3.54,0.25
1381,2022-10-13,1.15,-0.57,0.26,-0.98,-2.14,-0.23,-1.84,-1.65,-3.41,-3.4
1382,2022-10-14,-1.03,0.71,-0.81,2.39,0.43,-1.64,1.92,-1.98,2.7,0.74
1383,2022-10-15,-0.56,-1.65,-0.45,-0.52,-1.77,-0.14,-1.31,0.0,-1.12,-1.56
1384,2022-10-16,1.02,2.43,1.6,1.17,2.06,0.58,-1.08,4.17,1.61,1.49
1385,2022-10-17,1.49,1.95,1.17,6.25,0.76,1.83,0.82,2.25,6.26,3.12
1386,2022-10-18,-1.13,-1.55,-0.94,1.87,0.02,-0.35,-3.04,-2.77,0.74,-1.85
1387,2022-10-19,-1.05,-1.95,-0.44,-2.26,-1.77,-1.79,-3.29,-4.97,-6.14,-4.49
1388,2022-10-20,-0.43,-0.2,-1.07,-4.16,0.55,1.26,-0.87,-1.71,-3.19,-3.0
1389,2022-10-21,0.64,1.34,0.41,2.79,0.8,-0.15,3.34,2.27,3.15,1.66
1390,2022-10-22,0.21,1.07,0.11,-0.02,1.05,0.59,0.87,0.85,-0.19,5.4
1391,2022-10-23,1.91,3.85,2.03,8.02,3.55,1.16,0.75,2.85,3.41,0.9
1392,2022-10-24,-1.23,-1.51,-0.65,-0.61,-2.78,-1.54,-3.39,-2.28,-3.83,-3.29
1393,2022-10-25,3.88,8.64,3.65,2.73,6.43,6.07,1.66,2.24,3.0,8.92
1394,2022-10-26,3.45,7.29,2.11,2.15,0.84,15.24,1.8,1.33,2.32,3.28
1395,2022-10-27,-2.29,-3.32,-1.24,-3.59,-2.89,5.84,-1.58,-3.72,3.06,-2.86
1396,2022-10-28,1.46,2.67,3.87,4.52,0.31,9.12,2.8,3.13,6.89,2.95
1397,2022-10-29,1.06,4.19,2.18,-1.13,3.06,45.18,-0.89,7.43,-0.48,1.57
1398,2022-10-30,-0.88,-1.8,2.96,-2.69,-2.19,-3.31,-2.55,1.9,3.32,-5.26
1399,2022-10-31,-0.66,-1.12,3.86,-0.64,-0.63,7.75,1.29,0.95,2.87,-1.06
1400,2022-11-01,-0.03,0.37,-0.58,-3.18,0.15,12.03,-0.09,-2.16,-1.72,-0.87
1401,2022-11-02,-1.62,-3.81,-1.11,-0.06,10.62,-10.18,-2.98,-3.2,-5.58,-4.45
1402,2022-11-03,0.28,0.84,2.9,8.92,1.46,-3.95,1.11,3.82,1.62,4.66
1403,2022-11-04,4.66,7.43,7.58,22.92,9.28,2.86,11.35,12.89,11.29,7.33
1404,2022-11-05,0.71,-1.08,-1.55,1.33,2.43,-1.32,-2.63,-0.6,2.34,2.87
1405,2022-11-06,-1.85,-3.61,-3.21,-4.21,-1.44,-7.77,-4.48,-6.5,-6.12,-6.41
1406,2022-11-07,-1.5,-0.01,-0.24,10.8,-1.23,-3.08,-1.27,10.55,-1.17,0.89
1407,2022-11-08,-9.92,-14.88,-2.85,-16.97,-14.24,-20.65,-12.65,-13.93,-14.92,-12.54
1408,2022-11-09,-14.14,-17.38,-18.36,-21.81,-12.3,-15.6,-17.94,-19.16,-19.43,-16.0
1409,2022-11-10,10.54,17.82,13.82,37.72,19.47,20.48,18.31,15.69,24.36,19.88
1410,2022-11-11,-3.02,-0.77,-4.51,-5.35,1.54,-5.2,-2.51,-2.29,-4.03,-2.05
1411,2022-11-12,-1.51,-2.49,-2.62,-11.73,-2.49,3.57,-5.39,-10.84,-6.21,-4.92
1412,2022-11-13,-2.87,-2.84,-2.3,-5.34,-4.32,-3.62,-6.24,-3.22,-6.97,-2.93
1413,2022-11-14,1.76,1.78,0.94,3.18,-1.17,1.17,10.77,3.52,1.4,2.86
1414,2022-11-15,1.7,0.8,-0.72,2.62,2.31,1.3,2.99,2.07,2.2,0.39
1415,2022-11-16,-1.41,-2.96,-1.88,-4.64,-0.88,-1.8,-3.47,-3.77,-3.84,-3.16
1416,2022-11-17,0.19,-1.29,-1.47,-2.65,8.87,-0.96,1.81,0.73,-2.3,-1.26
1417,2022-11-18,0.05,1.01,2.28,0.59,0.05,0.08,0.26,-0.66,0.52,-0.61
1418,2022-11-19,0.01,0.42,-0.55,-0.38,2.16,-0.22,0.31,-0.61,0.23,-0.26
1419,2022-11-20,-2.52,-6.2,-3.08,-7.9,-2.91,-8.89,-6.09,-6.15,-6.42,-6.87
1420,2022-11-21,-3.06,-3.05,-3.9,-1.35,-1.3,-3.1,1.03,1.89,-3.66,-0.66
1421,2022-11-22,2.82,2.91,5.0,6.93,15.19,5.49,3.07,9.33,5.94,2.55
1422,2022-11-23,2.31,3.94,11.99,1.17,11.85,4.06,1.52,4.42,4.03,9.95
1423,2022-11-24,-0.03,1.62,0.43,-1.45,-0.44,-0.62,5.29,1.83,2.21,-0.59
1424,2022-11-25,-0.47,-0.37,0.17,-0.55,-5.82,9.87,1.49,0.26,-1.26,-0.54
1425,2022-11-26,-0.38,0.53,3.52,0.26,3.2,-0.64,-2.87,4.5,0.85,-1.04
1426,2022-11-27,-0.18,-0.97,-1.22,-0.28,-2.04,10.98,0.05,-3.56,-1.82,-0.4
1427,2022-11-28,-1.31,-2.19,-4.61,-2.67,-1.27,-3.62,-1.84,4.2,-0.65,-2.52
1428,2022-11-29,1.42,4.17,0.65,2.09,2.49,6.67,2.39,1.72,3.25,0.93
1429,2022-11-30,4.38,6.41,1.76,11.27,4.42,5.23,2.44,4.85,3.04,3.94
1430,2022-12-01,-1.1,-1.39,-2.76,-2.58,-2.0,-4.69,-2.67,0.1,-2.15,-2.66
1431,2022-12-02,0.68,1.5,0.38,4.39,0.48,0.34,-0.18,-0.92,0.94,0.56
1432,2022-12-03,-1.21,-4.25,-1.02,-4.81,-1.87,-2.35,-2.22,-4.94,-3.34,-3.22
1433,2022-12-04,1.31,3.14,0.48,2.0,0.82,4.37,0.57,2.85,2.32,1.4
1434,2022-12-05,-0.82,-1.56,-1.17,-1.03,4.05,-2.46,-0.05,-2.24,0.08,-0.21
1435,2022-12-06,0.72,0.95,0.59,0.65,-0.39,-1.28,0.54,-1.97,-0.97,0.51
1436,2022-12-07,-1.48,-3.16,-2.07,-2.23,-3.77,-4.44,-2.02,-3.52,-5.4,-4.35
1437,2022-12-08,2.3,3.98,2.18,3.38,1.78,2.84,2.79,1.73,2.24,2.46
1438,2022-12-09,-0.55,-1.33,-1.52,-1.93,-2.49,-1.8,-1.34,-1.97,-0.78,0.0
1439,2022-12-10,-0.01,0.26,0.73,-0.18,0.07,-0.39,-0.62,-0.07,1.9,-0.1
1440,2022-12-11,-0.25,-0.26,-1.32,-1.76,0.18,-3.8,-1.45,-2.29,-4.13,-1.36
1441,2022-12-12,0.73,0.98,-2.95,2.08,-0.37,-2.56,1.73,0.04,0.91,-1.8
1442,2022-12-13,-0.27,-0.77,-4.06,-2.78,-1.25,-2.3,-1.47,-2.01,-4.31,-1.78
